Ano;Trimestre;Establecimiento;Indicador;Meta;Numerador;Denominador;Resultado;Cumplimiento;Ponderador
2017;4;Hospital de Yumbel;META 7: % de funcionarios regidos por el Estatuto Administrativo, capacitados durante el año 2016 en al menos en una actividad de capacitación pertinente en alguno de los siguientes ámbitos: Fortalecimiento del Régimen de Garantías en Salud, Modelo de Atención y Gestión en Red Asistencial, Mejoramiento de la Calidad de la Atención y Trato al Usuario y Desarrollo de la Gestión Administrativa Física y Financiera.;0,00;0;0;NO APLICA;NO APLICA;0,00
2017;4;Complejo Asistencial Dr. Victor Rios Ruiz;META 1:PORCENTAJE DE PACIENTES HIPERTENSOS COMPENSADOS BAJO CONTROL EN EL GRUPO ENTRE 15 Y MÁS AÑOS EN EL NIVEL PRIMARIO;0,00;0;0;NO APLICA;NO APLICA;0,00
2017;4;Complejo Asistencial Dr. Victor Rios Ruiz;META 2: PORCENTAJE DE PACIENTES DIABETICOS COMPENSADOS BAJO CONTROL EN EL GRUPO ENTRE 15 Y MAS AÑOS EN EL NIVEL PRIMARIO;0,00;0;0;NO APLICA;NO APLICA;0,00
2017;4;Complejo Asistencial Dr. Victor Rios Ruiz;META 3: ALTAS DE TRATAMIENTO EN EMBARAZADAS QUE ACCEDAN A PRIMERA CONSULTA ODONTOLOGICA DE ESPECIALIDADES EN ESTABLECIMIENTOS DE NIVEL SECUNDARIO Y TERCIARIO;0,00;0;0;NO APLICA;NO APLICA;0,00
2017;4;Complejo Asistencial Dr. Victor Rios Ruiz;META 4: PROMEDIO DIAS DE ESTADA HOSPITALIZACIÓN EN ESTABLECIMIENTOS DE ALTA COMPLEJIDAD;1,00;1;1;0,97;1,00;0,10
2017;4;Complejo Asistencial Dr. Victor Rios Ruiz;META 5: CUMPLIMIENTO INICIO DE TRATAMIENTO EN LOS CASOS VIGENTES, CON INDICACION DE TRATAMIENTO, EN LOS  QUE SE CUMPLEN LAS GARANTIAS DE OPORTUNIDAD DE INICIO DE TRATAMIENTO;0,29;0;0;-0,02;0,30;0,10
2017;4;Complejo Asistencial Dr. Victor Rios Ruiz;META 6: ATENCIONES TRAZADORAS DE TRATAMIENTO GES OTORGADAS SEGÚN LO PROGRAMADO DE ATENCIONES TRAZADORAS DE TRATAMIENTO GES EN CONTRATO PPV PARA EL AÑO 2016;400,00;396;4;400,00;1,01;0,10
2017;4;Complejo Asistencial Dr. Victor Rios Ruiz;META 7: % de funcionarios regidos por el Estatuto Administrativo, capacitados durante el año 2016 en al menos en una actividad de capacitación pertinente en alguno de los siguientes ámbitos: Fortalecimiento del Régimen de Garantías en Salud, Modelo de Atención y Gestión en Red Asistencial, Mejoramiento de la Calidad de la Atención y Trato al Usuario y Desarrollo de la Gestión Administrativa Física y Financiera.;0,08;902;118049;0,01;1,00;0,10
2017;4;Dirección Servicio de Salud Biobio;META 1:PORCENTAJE DE PACIENTES HIPERTENSOS COMPENSADOS BAJO CONTROL EN EL GRUPO ENTRE 15 Y MÁS AÑOS EN EL NIVEL PRIMARIO;0,65;37844;54312;0,70;1,00;0,10
2017;4;Dirección Servicio de Salud Biobio;META 2: PORCENTAJE DE PACIENTES DIABETICOS COMPENSADOS BAJO CONTROL EN EL GRUPO ENTRE 15 Y MAS AÑOS EN EL NIVEL PRIMARIO;0,47;12444;25532;0,49;1,00;0,10
2017;4;Dirección Servicio de Salud Biobio;META 3: ALTAS DE TRATAMIENTO EN EMBARAZADAS QUE ACCEDAN A PRIMERA CONSULTA ODONTOLOGICA DE ESPECIALIDADES EN ESTABLECIMIENTOS DE NIVEL SECUNDARIO Y TERCIARIO;0,69;20019;25532;0,78;1,00;0,10
2017;4;Dirección Servicio de Salud Biobio;META 4: PROMEDIO DIAS DE ESTADA HOSPITALIZACIÓN EN ESTABLECIMIENTOS DE ALTA COMPLEJIDAD;0,00;0;0;NO APLICA;NO APLICA;0,00
2017;4;Dirección Servicio de Salud Biobio;META 5: CUMPLIMIENTO INICIO DE TRATAMIENTO EN LOS CASOS VIGENTES, CON INDICACION DE TRATAMIENTO, EN LOS  QUE SE CUMPLEN LAS GARANTIAS DE OPORTUNIDAD DE INICIO DE TRATAMIENTO;0,00;0;0;0,00;0,00;0,00
2017;4;Dirección Servicio de Salud Biobio;META 6: ATENCIONES TRAZADORAS DE TRATAMIENTO GES OTORGADAS SEGÚN LO PROGRAMADO DE ATENCIONES TRAZADORAS DE TRATAMIENTO GES EN CONTRATO PPV PARA EL AÑO 2016;0,00;0;0;0,00;0,00;0,00
2017;4;Dirección Servicio de Salud Biobio;META 7: % de funcionarios regidos por el Estatuto Administrativo, capacitados durante el año 2016 en al menos en una actividad de capacitación pertinente en alguno de los siguientes ámbitos: Fortalecimiento del Régimen de Garantías en Salud, Modelo de Atención y Gestión en Red Asistencial, Mejoramiento de la Calidad de la Atención y Trato al Usuario y Desarrollo de la Gestión Administrativa Física y Financiera.;0,00;0;0;NO APLICA;NO APLICA;0,00
2017;4;Hospital de Huepil;META 8:  Ambulatorización de cirugías trazadoras;0,00;0;0;0,00;NO APLICA;0,00
2017;4;Hospital de Huepil;META 9: Hospitalización de pacientes derivados vía UGCC en el Sistema Privado.;0,00;0;0;NO APLICA;NO APLICA;0,00
2017;4;Hospital de Huepil;META 10: Porcentaje de casos de Garantías Explícitas en Salud con indicación de tratamiento, en los que se cumplen las garantías de oportunidad de inicio de tratamiento, año t.;1,00;1945;1945;1,00;1,00;0,10
2017;4;Hospital de Huepil;META 11: Porcentaje de atenciones trazadoras de tratamiento GES otorgadas según lo programado de atenciones trazadoras de tratamiento GES en contrato PPV para el año t.;1,00;1035;961;1,08;1,00;0,10
2017;4;Hospital de Huepil;META 12: Capacitación pertinente a los ámbitos de Fortalecimiento del régimen de Garantías en Salud, Modelo de Atención, Gestión en red Asistencial, Mejoramiento de la Calidad de la Atención y Trato al Usuario y Desarrollo de la Gestión, Administrativa, Física y Financiera.;0,50;71;102;0,70;1,00;0,15
2017;4;Hospital de Mulchen;META 8:  Ambulatorización de cirugías trazadoras;0,00;0;0;0,00;NO APLICA;0,00
2017;4;Hospital de Mulchen;META 9: Hospitalización de pacientes derivados vía UGCC en el Sistema Privado.;0,00;0;0;NO APLICA;NO APLICA;0,00
2017;4;Hospital de Mulchen;META 10: Porcentaje de casos de Garantías Explícitas en Salud con indicación de tratamiento, en los que se cumplen las garantías de oportunidad de inicio de tratamiento, año t.;1,00;2217;2217;1,00;1,00;0,10
2017;4;Hospital de Mulchen;META 11: Porcentaje de atenciones trazadoras de tratamiento GES otorgadas según lo programado de atenciones trazadoras de tratamiento GES en contrato PPV para el año t.;1,00;1150;1093;1,05;1,00;0,10
2017;4;Hospital de Mulchen;META 12: Capacitación pertinente a los ámbitos de Fortalecimiento del régimen de Garantías en Salud, Modelo de Atención, Gestión en red Asistencial, Mejoramiento de la Calidad de la Atención y Trato al Usuario y Desarrollo de la Gestión, Administrativa, Física y Financiera.;0,50;162;196;0,83;1,00;0,15
2017;4;Hospital de Nacimiento;META 8:  Ambulatorización de cirugías trazadoras;0,00;0;0;0,00;NO APLICA;0,00
2017;4;Hospital de Nacimiento;META 9: Hospitalización de pacientes derivados vía UGCC en el Sistema Privado.;0,00;0;0;NO APLICA;NO APLICA;0,00
2017;4;Hospital de Nacimiento;META 10: Porcentaje de casos de Garantías Explícitas en Salud con indicación de tratamiento, en los que se cumplen las garantías de oportunidad de inicio de tratamiento, año t.;1,00;2613;2613;1,00;1,00;0,10
2017;4;Hospital de Nacimiento;META 11: Porcentaje de atenciones trazadoras de tratamiento GES otorgadas según lo programado de atenciones trazadoras de tratamiento GES en contrato PPV para el año t.;1,00;862;744;1,16;1,00;0,10
2017;4;Hospital de Nacimiento;META 12: Capacitación pertinente a los ámbitos de Fortalecimiento del régimen de Garantías en Salud, Modelo de Atención, Gestión en red Asistencial, Mejoramiento de la Calidad de la Atención y Trato al Usuario y Desarrollo de la Gestión, Administrativa, Física y Financiera.;0,50;115;169;0,68;1,00;0,15
2017;4;Hospital de Laja;META 8:  Ambulatorización de cirugías trazadoras;0,00;0;0;0,00;NO APLICA;0,00
2017;4;Hospital de Laja;META 9: Hospitalización de pacientes derivados vía UGCC en el Sistema Privado.;0,00;0;0;NO APLICA;NO APLICA;0,00
2017;4;Hospital de Laja;META 10: Porcentaje de casos de Garantías Explícitas en Salud con indicación de tratamiento, en los que se cumplen las garantías de oportunidad de inicio de tratamiento, año t.;1,00;2592;2593;1,00;1,00;0,10
2017;4;Hospital de Laja;META 11: Porcentaje de atenciones trazadoras de tratamiento GES otorgadas según lo programado de atenciones trazadoras de tratamiento GES en contrato PPV para el año t.;1,00;1288;1182;1,09;1,00;0,10
2017;4;Hospital de Laja;META 12: Capacitación pertinente a los ámbitos de Fortalecimiento del régimen de Garantías en Salud, Modelo de Atención, Gestión en red Asistencial, Mejoramiento de la Calidad de la Atención y Trato al Usuario y Desarrollo de la Gestión, Administrativa, Física y Financiera.;0,50;123;171;0,72;1,00;0,15
2017;4;Hospital de Santa Bárbara;META 8:  Ambulatorización de cirugías trazadoras;0,00;0;0;0,00;NO APLICA;0,00
2017;4;Hospital de Santa Bárbara;META 9: Hospitalización de pacientes derivados vía UGCC en el Sistema Privado.;0,00;0;0;NO APLICA;NO APLICA;0,00
2017;4;Hospital de Santa Bárbara;META 10: Porcentaje de casos de Garantías Explícitas en Salud con indicación de tratamiento, en los que se cumplen las garantías de oportunidad de inicio de tratamiento, año t.;1,00;2137;2137;1,00;1,00;0,10
2017;4;Hospital de Santa Bárbara;META 11: Porcentaje de atenciones trazadoras de tratamiento GES otorgadas según lo programado de atenciones trazadoras de tratamiento GES en contrato PPV para el año t.;1,00;1495;1290;1,16;1,00;0,10
2017;4;Hospital de Santa Bárbara;META 12: Capacitación pertinente a los ámbitos de Fortalecimiento del régimen de Garantías en Salud, Modelo de Atención, Gestión en red Asistencial, Mejoramiento de la Calidad de la Atención y Trato al Usuario y Desarrollo de la Gestión, Administrativa, Física y Financiera.;0,50;115;134;0,86;1,00;0,15
2017;4;Hospital de Yumbel;META 8:  Ambulatorización de cirugías trazadoras;0,00;0;0;0,00;NO APLICA;0,00
2017;4;Hospital de Yumbel;META 9: Hospitalización de pacientes derivados vía UGCC en el Sistema Privado.;0,00;0;0;NO APLICA;NO APLICA;0,00
2017;4;Hospital de Yumbel;META 10: Porcentaje de casos de Garantías Explícitas en Salud con indicación de tratamiento, en los que se cumplen las garantías de oportunidad de inicio de tratamiento, año t.;1,00;1707;1707;1,00;1,00;0,10
2017;4;Hospital de Yumbel;META 11: Porcentaje de atenciones trazadoras de tratamiento GES otorgadas según lo programado de atenciones trazadoras de tratamiento GES en contrato PPV para el año t.;1,00;1274;1250;1,02;1,00;0,10
2017;4;Hospital de Yumbel;META 12: Capacitación pertinente a los ámbitos de Fortalecimiento del régimen de Garantías en Salud, Modelo de Atención, Gestión en red Asistencial, Mejoramiento de la Calidad de la Atención y Trato al Usuario y Desarrollo de la Gestión, Administrativa, Física y Financiera.;0,50;94;126;0,75;1,00;0,15
2017;4;Complejo Asistencial Dr. Victor Rios Ruiz;META 8:  Ambulatorización de cirugías trazadoras;0,30;0;156;412,00;0,38;0,10
2017;4;Complejo Asistencial Dr. Victor Rios Ruiz;META 9: Hospitalización de pacientes derivados vía UGCC en el Sistema Privado.;10,00;78;8;9,75;1,00;0,10
2017;4;Complejo Asistencial Dr. Victor Rios Ruiz;META 10: Porcentaje de casos de Garantías Explícitas en Salud con indicación de tratamiento, en los que se cumplen las garantías de oportunidad de inicio de tratamiento, año t.;1,00;17849;17853;1,00;1,00;0,10
2017;4;Complejo Asistencial Dr. Victor Rios Ruiz;META 11: Porcentaje de atenciones trazadoras de tratamiento GES otorgadas según lo programado de atenciones trazadoras de tratamiento GES en contrato PPV para el año t.;1,00;81631;72564;1,12;1,00;0,20
2017;4;Complejo Asistencial Dr. Victor Rios Ruiz;META 12: Capacitación pertinente a los ámbitos de Fortalecimiento del régimen de Garantías en Salud, Modelo de Atención, Gestión en red Asistencial, Mejoramiento de la Calidad de la Atención y Trato al Usuario y Desarrollo de la Gestión, Administrativa, Física y Financiera.;0,50;895;1732;0,52;1,00;0,10
2017;4;Dirección Servicio de Salud Biobio;META 8:  Ambulatorización de cirugías trazadoras;0,00;0;0;0,00;NO APLICA;0,00
2017;4;Dirección Servicio de Salud Biobio;META 9: Hospitalización de pacientes derivados vía UGCC en el Sistema Privado.;0,00;0;0;NO APLICA;NO APLICA;0,00
2017;4;Dirección Servicio de Salud Biobio;META 10: Porcentaje de casos de Garantías Explícitas en Salud con indicación de tratamiento, en los que se cumplen las garantías de oportunidad de inicio de tratamiento, año t.;1,00;55357;55380;1,00;1,00;0,20
2017;4;Dirección Servicio de Salud Biobio;META 11: Porcentaje de atenciones trazadoras de tratamiento GES otorgadas según lo programado de atenciones trazadoras de tratamiento GES en contrato PPV para el año t.;1,00;31723;30352;1,05;1,00;0,20
2017;4;Dirección Servicio de Salud Biobio;META 12: Capacitación pertinente a los ámbitos de Fortalecimiento del régimen de Garantías en Salud, Modelo de Atención, Gestión en red Asistencial, Mejoramiento de la Calidad de la Atención y Trato al Usuario y Desarrollo de la Gestión, Administrativa, Física y Financiera.;0,50;378;554;0,68;1,00;0,20
2018;4;Hospital de Huepil;META 1:Porcentaje de pacientes diabéticos compensados bajo control en el grupo de 15 y más  años en el nivel primario. Meta Nacional  >= 45%;0,48;361;744;0,49;1,00;0,10
2018;4;Hospital de Huepil;META 2: Porcentaje de pacientes hipertensos compensados bajo control en el grupo de 15 y más años en el nivel primario. Meta Nacional >= 68%;0,68;958;1408;0,68;1,00;0,10
2018;4;Hospital de Huepil;META 3: Porcentaje de Egreso de Maternidades con Lactancia Materna Exclusiva. Meta Nacional >= 90%;0,00;0;0;NO APLICA;NO APLICA;0,00
2018;4;Hospital de Huepil;META 4: Porcentaje de Evaluación Anual de los pies en personas con Diabetes bajo control de 15 y más años, en el año t. Meta Nacional >= 90%;0,82;621;744;0,83;1,00;0,10
2018;4;Hospital de Huepil;META 5: Porcentaje de cumplimiento de programación de consultas de profesionales no médicos de establecimientos hospitalarios de alta y media complejidad. Meta Nacional >= 95%;0,00;0;0;NO APLICA;NO APLICA;0,00
2018;4;Hospital de Huepil;META 6: Porcentaje de Categorización de Urgencia a través de ESI en las UEH. Meta Nacional >= 90%;0,00;0;0;NO APLICA;NO APLICA;0,00
2018;4;Hospital de Huepil;META 7:  Porcentaje de Categorización de Pacientes en Niveles Riesgo Dependencia en Unidades de Cuidados Críticos, Medios y Básicos. Meta Nacional >= 90%;0,90;3529;5228;0,96;0,96;0,10
2018;4;Hospital de Huepil;META 8:  Porcentaje de casos con GES, en los que se cumplen las garantías de oportunidad en el año t. Meta Nacional 100%;1,00;2137;2137;1,00;1,00;0,20
2018;4;Hospital de Huepil;META 9: Porcentaje de prestaciones trazadoras de tratamiento GES otorgadas según lo programado de prestaciones trazadoras de tratamiento GES en contrato PPV para el año t. Meta Nacional 100%;1,00;1279;1225;1,04;1,00;0,20
2018;4;Hospital de Huepil;META 10: Capacitación de funcionarios regidos por el Estatuto Administrativo, capacitados durante el año 2018, en al menos una actividad pertinente de los nueve (9) Ejes Estratégicos de la ENS. Meta Nacional >=50%;0,50;99;115;0,86;1,00;0,20
2018;4;Hospital de Mulchen;META 1:Porcentaje de pacientes diabéticos compensados bajo control en el grupo de 15 y más  años en el nivel primario. Meta Nacional  >= 45%;0,45;721;1908;0,38;0,84;0,10
2018;4;Hospital de Mulchen;META 2: Porcentaje de pacientes hipertensos compensados bajo control en el grupo de 15 y más años en el nivel primario. Meta Nacional >= 68%;0,74;2386;3186;0,75;1,00;0,10
2018;4;Hospital de Mulchen;META 3: Porcentaje de Egreso de Maternidades con Lactancia Materna Exclusiva. Meta Nacional >= 90%;0,00;0;0;NO APLICA;NO APLICA;0,00
2018;4;Hospital de Mulchen;META 4: Porcentaje de Evaluación Anual de los pies en personas con Diabetes bajo control de 15 y más años, en el año t. Meta Nacional >= 90%;0,84;1643;1908;0,86;1,00;0,10
2018;4;Hospital de Mulchen;META 5: Porcentaje de cumplimiento de programación de consultas de profesionales no médicos de establecimientos hospitalarios de alta y media complejidad. Meta Nacional >= 95%;0,00;0;0;NO APLICA;NO APLICA;0,00
2018;4;Hospital de Mulchen;META 6: Porcentaje de Categorización de Urgencia a través de ESI en las UEH. Meta Nacional >= 90%;0,00;0;0;NO APLICA;NO APLICA;0,00
2018;4;Hospital de Mulchen;META 7:  Porcentaje de Categorización de Pacientes en Niveles Riesgo Dependencia en Unidades de Cuidados Críticos, Medios y Básicos. Meta Nacional >= 90%;0,90;13047;13871;0,94;0,00;0,10
2018;4;Hospital de Mulchen;META 8:  Porcentaje de casos con GES, en los que se cumplen las garantías de oportunidad en el año t. Meta Nacional 100%;1,00;2559;2559;1,00;1,00;0,20
2018;4;Hospital de Mulchen;META 9: Porcentaje de prestaciones trazadoras de tratamiento GES otorgadas según lo programado de prestaciones trazadoras de tratamiento GES en contrato PPV para el año t. Meta Nacional 100%;1,00;1468;1218;1,21;1,00;0,20
2018;4;Hospital de Mulchen;META 10: Capacitación de funcionarios regidos por el Estatuto Administrativo, capacitados durante el año 2018, en al menos una actividad pertinente de los nueve (9) Ejes Estratégicos de la ENS. Meta Nacional >=50%;0,50;160;199;0,80;1,00;0,20
2018;4;Hospital de Nacimiento;META 1:Porcentaje de pacientes diabéticos compensados bajo control en el grupo de 15 y más  años en el nivel primario. Meta Nacional  >= 45%;0,47;1010;2049;0,49;1,00;0,10
2018;4;Hospital de Nacimiento;META 2: Porcentaje de pacientes hipertensos compensados bajo control en el grupo de 15 y más años en el nivel primario. Meta Nacional >= 68%;0,71;2348;3305;0,71;1,00;0,10
2018;4;Hospital de Nacimiento;META 3: Porcentaje de Egreso de Maternidades con Lactancia Materna Exclusiva. Meta Nacional >= 90%;0,00;0;0;NO APLICA;NO APLICA;0,00
2018;4;Hospital de Nacimiento;META 4: Porcentaje de Evaluación Anual de los pies en personas con Diabetes bajo control de 15 y más años, en el año t. Meta Nacional >= 90%;0,80;1659;2049;0,81;1,00;0,10
2018;4;Hospital de Nacimiento;META 5: Porcentaje de cumplimiento de programación de consultas de profesionales no médicos de establecimientos hospitalarios de alta y media complejidad. Meta Nacional >= 95%;0,00;0;0;NO APLICA;NO APLICA;0,00
2018;4;Hospital de Nacimiento;META 6: Porcentaje de Categorización de Urgencia a través de ESI en las UEH. Meta Nacional >= 90%;0,00;0;0;NO APLICA;NO APLICA;0,00
2018;4;Hospital de Nacimiento;META 7:  Porcentaje de Categorización de Pacientes en Niveles Riesgo Dependencia en Unidades de Cuidados Críticos, Medios y Básicos. Meta Nacional >= 90%;0,90;8836;8963;0,99;0,00;0,20
2018;4;Hospital de Nacimiento;META 8:  Porcentaje de casos con GES, en los que se cumplen las garantías de oportunidad en el año t. Meta Nacional 100%;1,00;3507;3507;1,00;1,00;0,15
2018;4;Hospital de Nacimiento;META 9: Porcentaje de prestaciones trazadoras de tratamiento GES otorgadas según lo programado de prestaciones trazadoras de tratamiento GES en contrato PPV para el año t. Meta Nacional 100%;1,00;1265;930;1,36;1,00;0,15
2018;4;Hospital de Nacimiento;META 10: Capacitación de funcionarios regidos por el Estatuto Administrativo, capacitados durante el año 2018, en al menos una actividad pertinente de los nueve (9) Ejes Estratégicos de la ENS. Meta Nacional >=50%;0,50;144;171;0,84;1,00;0,20
2018;4;Hospital de Laja;META 1:Porcentaje de pacientes diabéticos compensados bajo control en el grupo de 15 y más  años en el nivel primario. Meta Nacional  >= 45%;0,46;725;1565;0,46;1,00;0,10
2018;4;Hospital de Laja;META 2: Porcentaje de pacientes hipertensos compensados bajo control en el grupo de 15 y más años en el nivel primario. Meta Nacional >= 68%;0,68;2029;2982;0,68;1,00;0,10
2018;4;Hospital de Laja;META 3: Porcentaje de Egreso de Maternidades con Lactancia Materna Exclusiva. Meta Nacional >= 90%;0,00;0;0;NO APLICA;NO APLICA;0,00
2018;4;Hospital de Laja;META 4: Porcentaje de Evaluación Anual de los pies en personas con Diabetes bajo control de 15 y más años, en el año t. Meta Nacional >= 90%;0,80;1277;1565;0,82;1,00;0,10
2018;4;Hospital de Laja;META 5: Porcentaje de cumplimiento de programación de consultas de profesionales no médicos de establecimientos hospitalarios de alta y media complejidad. Meta Nacional >= 95%;0,00;0;0;NO APLICA;NO APLICA;0,00
2018;4;Hospital de Laja;META 6: Porcentaje de Categorización de Urgencia a través de ESI en las UEH. Meta Nacional >= 90%;0,00;0;0;NO APLICA;NO APLICA;0,00
2018;4;Hospital de Laja;META 7:  Porcentaje de Categorización de Pacientes en Niveles Riesgo Dependencia en Unidades de Cuidados Críticos, Medios y Básicos. Meta Nacional >= 90%;0,90;8492;8851;0,96;0,00;0,10
2018;4;Hospital de Laja;META 8:  Porcentaje de casos con GES, en los que se cumplen las garantías de oportunidad en el año t. Meta Nacional 100%;1,00;2874;2874;1,00;1,00;0,20
2018;4;Hospital de Laja;META 9: Porcentaje de prestaciones trazadoras de tratamiento GES otorgadas según lo programado de prestaciones trazadoras de tratamiento GES en contrato PPV para el año t. Meta Nacional 100%;1,00;1785;1498;1,19;1,00;0,20
2018;4;Hospital de Laja;META 10: Capacitación de funcionarios regidos por el Estatuto Administrativo, capacitados durante el año 2018, en al menos una actividad pertinente de los nueve (9) Ejes Estratégicos de la ENS. Meta Nacional >=50%;0,50;148;173;0,86;1,00;0,20
2018;4;Hospital de Santa Bárbara;META 1:Porcentaje de pacientes diabéticos compensados bajo control en el grupo de 15 y más  años en el nivel primario. Meta Nacional  >= 45%;0,60;349;569;0,61;1,00;0,10
2018;4;Hospital de Santa Bárbara;META 2: Porcentaje de pacientes hipertensos compensados bajo control en el grupo de 15 y más años en el nivel primario. Meta Nacional >= 68%;0,73;879;1200;0,73;1,00;0,10
2018;4;Hospital de Santa Bárbara;META 3: Porcentaje de Egreso de Maternidades con Lactancia Materna Exclusiva. Meta Nacional >= 90%;0,90;8;8;1,00;1,00;0,10
2018;4;Hospital de Santa Bárbara;META 4: Porcentaje de Evaluación Anual de los pies en personas con Diabetes bajo control de 15 y más años, en el año t. Meta Nacional >= 90%;0,85;509;569;0,89;1,00;0,10
2018;4;Hospital de Santa Bárbara;META 5: Porcentaje de cumplimiento de programación de consultas de profesionales no médicos de establecimientos hospitalarios de alta y media complejidad. Meta Nacional >= 95%;0,00;0;0;NO APLICA;NO APLICA;0,00
2018;4;Hospital de Santa Bárbara;META 6: Porcentaje de Categorización de Urgencia a través de ESI en las UEH. Meta Nacional >= 90%;0,00;0;0;NO APLICA;NO APLICA;0,00
2018;4;Hospital de Santa Bárbara;META 7:  Porcentaje de Categorización de Pacientes en Niveles Riesgo Dependencia en Unidades de Cuidados Críticos, Medios y Básicos. Meta Nacional >= 90%;0,90;2884;4120;1,00;1,00;0,15
2018;4;Hospital de Santa Bárbara;META 8:  Porcentaje de casos con GES, en los que se cumplen las garantías de oportunidad en el año t. Meta Nacional 100%;1,00;2619;2619;1,00;1,00;0,10
2018;4;Hospital de Santa Bárbara;META 9: Porcentaje de prestaciones trazadoras de tratamiento GES otorgadas según lo programado de prestaciones trazadoras de tratamiento GES en contrato PPV para el año t. Meta Nacional 100%;1,00;2019;1643;1,23;1,00;0,15
2018;4;Hospital de Santa Bárbara;META 10: Capacitación de funcionarios regidos por el Estatuto Administrativo, capacitados durante el año 2018, en al menos una actividad pertinente de los nueve (9) Ejes Estratégicos de la ENS. Meta Nacional >=50%;0,50;130;139;0,94;1,00;0,20
2018;4;Hospital de Yumbel;META 1:Porcentaje de pacientes diabéticos compensados bajo control en el grupo de 15 y más  años en el nivel primario. Meta Nacional  >= 45%;0,59;677;1147;0,59;1,00;0,10
2018;4;Hospital de Yumbel;META 2: Porcentaje de pacientes hipertensos compensados bajo control en el grupo de 15 y más años en el nivel primario. Meta Nacional >= 68%;0,71;1446;2011;0,72;1,00;0,10
2018;4;Hospital de Yumbel;META 3: Porcentaje de Egreso de Maternidades con Lactancia Materna Exclusiva. Meta Nacional >= 90%;0,00;0;0;NO APLICA;NO APLICA;0,00
2018;4;Hospital de Yumbel;META 4: Porcentaje de Evaluación Anual de los pies en personas con Diabetes bajo control de 15 y más años, en el año t. Meta Nacional >= 90%;0,80;815;1147;0,71;0,89;0,10
2018;4;Hospital de Yumbel;META 5: Porcentaje de cumplimiento de programación de consultas de profesionales no médicos de establecimientos hospitalarios de alta y media complejidad. Meta Nacional >= 95%;0,00;0;0;NO APLICA;NO APLICA;0,00
2018;4;Hospital de Yumbel;META 6: Porcentaje de Categorización de Urgencia a través de ESI en las UEH. Meta Nacional >= 90%;0,00;0;0;NO APLICA;NO APLICA;0,00
2018;4;Hospital de Yumbel;META 7:  Porcentaje de Categorización de Pacientes en Niveles Riesgo Dependencia en Unidades de Cuidados Críticos, Medios y Básicos. Meta Nacional >= 90%;0,90;10671;12042;0,89;0,00;0,20
2018;4;Hospital de Yumbel;META 8:  Porcentaje de casos con GES, en los que se cumplen las garantías de oportunidad en el año t. Meta Nacional 100%;1,00;1771;1771;1,00;1,00;0,20
2018;4;Hospital de Yumbel;META 9: Porcentaje de prestaciones trazadoras de tratamiento GES otorgadas según lo programado de prestaciones trazadoras de tratamiento GES en contrato PPV para el año t. Meta Nacional 100%;1,00;1481;1491;0,99;0,99;0,10
2018;4;Hospital de Yumbel;META 10: Capacitación de funcionarios regidos por el Estatuto Administrativo, capacitados durante el año 2018, en al menos una actividad pertinente de los nueve (9) Ejes Estratégicos de la ENS. Meta Nacional >=50%;0,50;114;132;0,86;1,00;0,20
2018;4;Complejo Asistencial Dr. Victor Rios Ruiz;META 1:Porcentaje de pacientes diabéticos compensados bajo control en el grupo de 15 y más  años en el nivel primario. Meta Nacional  >= 45%;0,00;0;0;NO APLICA;NO APLICA;0,00
2018;4;Complejo Asistencial Dr. Victor Rios Ruiz;META 2: Porcentaje de pacientes hipertensos compensados bajo control en el grupo de 15 y más años en el nivel primario. Meta Nacional >= 68%;0,00;0;0;NO APLICA;NO APLICA;0,00
2018;4;Complejo Asistencial Dr. Victor Rios Ruiz;META 3: Porcentaje de Egreso de Maternidades con Lactancia Materna Exclusiva. Meta Nacional >= 90%;0,90;2325;2380;0,98;1,00;0,10
2018;4;Complejo Asistencial Dr. Victor Rios Ruiz;META 4: Porcentaje de Evaluación Anual de los pies en personas con Diabetes bajo control de 15 y más años, en el año t. Meta Nacional >= 90%;0,00;0;0;NO APLICA;NO APLICA;0,00
2018;4;Complejo Asistencial Dr. Victor Rios Ruiz;META 5: Porcentaje de cumplimiento de programación de consultas de profesionales no médicos de establecimientos hospitalarios de alta y media complejidad. Meta Nacional >= 95%;0,95;102155;82704;1,24;1,00;0,10
2018;4;Complejo Asistencial Dr. Victor Rios Ruiz;META 6: Porcentaje de Categorización de Urgencia a través de ESI en las UEH. Meta Nacional >= 90%;0,90;102791;102895;1,00;1,00;0,10
2018;4;Complejo Asistencial Dr. Victor Rios Ruiz;META 7:  Porcentaje de Categorización de Pacientes en Niveles Riesgo Dependencia en Unidades de Cuidados Críticos, Medios y Básicos. Meta Nacional >= 90%;0,90;137509;141290;0,97;0,00;0,10
2018;4;Complejo Asistencial Dr. Victor Rios Ruiz;META 8:  Porcentaje de casos con GES, en los que se cumplen las garantías de oportunidad en el año t. Meta Nacional 100%;1,00;17233;17235;1,00;1,00;0,20
2018;4;Complejo Asistencial Dr. Victor Rios Ruiz;META 9: Porcentaje de prestaciones trazadoras de tratamiento GES otorgadas según lo programado de prestaciones trazadoras de tratamiento GES en contrato PPV para el año t. Meta Nacional 100%;1,00;110138;102259;1,08;1,00;0,20
